type,term,unicode,source_definition,learner_definition_en,learner_definition_status,ai_review_status,review_notes
word,悠長,"","",long and lasting,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,悠然,"","",carefree,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,情不自禁,"","",cannot help,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,探出,"","",stretch out,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,探親,"","",visit relatives,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,接力賽跑,"","",relay race,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,接見,"","",receive; meet,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,接連,"","",one after another,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,接觸面,"","",contact surface,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,措施,"","",measure; step,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,掩蓋,"","",cover up,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,推移,"","",pass; move,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,推導,"","",derive,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,掄起,"","",swing up,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,排長,"","",platoon leader,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,救火,"","",put out a fire,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,救命,"","",save a life,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,救國,"","",save the country,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,救濟,"","",relief; aid,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,教研組,"","",teaching and research group,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,教會,"","",church; teach,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,教學,"","",teaching,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,敗退,"","",retreat after defeat,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,啟奏,"","",report to the emperor,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,斜線,"","",diagonal line,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,旋風,"","",whirlwind,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,曹軍,"","",Cao's army,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,條紋,"","",stripe,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,毫不猶豫,"","",without hesitation,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,涼風,"","",cool breeze,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,液柱,"","",liquid column,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,清亮,"","",clear and bright,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,清泉,"","",clear spring,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,清唱劇,"","",oratorio,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,混亂,"","",chaos,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,淚花,"","",tears,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,淪亡,"","",fall; perish,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,淪陷,"","",fall into enemy hands,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,深度,"","",depth,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,深綠色,"","",dark green,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,淮南,"","",Huainan,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,淮海戰役,"","",Huaihai Campaign,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,烽火,"","",beacon fire,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,牽牛,"","",lead an ox,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,猜出,"","",guess correctly,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,猜測,"","",guess; speculate,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,球印,"","",ball mark,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,球兒,"","",little ball,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,球體,"","",sphere,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,理髮,"","",cut hair,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,現存,"","",existing,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,現場,"","",scene; site,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,瓶花,"","",flowers in a vase,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,瓶蓋,"","",bottle cap,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,甜頭,"","",benefit; sweet reward,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,畢生,"","",all one's life,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,畢業生,"","",graduate,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,異分母,"","",unlike denominators,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,疏疏,"","",sparse,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,眾多,"","",many,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,眼巴巴,"","",eagerly,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,眼花繚亂,"","",dazzled and confused,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,移居,"","",move house,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,紮成,"","",tie into,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,細腰蜂,"","",thread-waisted wasp,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,組長,"","",group leader,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,終止線,"","",final bar line,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,終年,"","",all year,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,船工,"","",boatman,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,荷箭,"","",lotus-arrow,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,處決,"","",execute,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,被窩,"","",bedclothes; bed,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,設施,"","",facility,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,設問句,"","",question sentence,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,貧者,"","",poor person,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,軟弱,"","",weak,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,通車,"","",open to traffic,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,通俗,"","",popular; common,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,通風,"","",ventilate,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,通道,"","",passage,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,通電,"","",switch on electricity,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,連環圖,"","",comic strip,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,造福,"","",bring benefit,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,野兔,"","",hare,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,野柿樹,"","",wild persimmon tree,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,野鹿,"","",wild deer,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,陳壽,"","",Chen Shou,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,陸生,"","",land-dwelling,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,雪中送炭,"","",help in a time of need,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,雪水,"","",melted snow water,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,雪地,"","",snowy ground,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,雪松,"","",cedar,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,雪球,"","",snowball,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,頂上,"","",top,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,頂到,"","",reach the top,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,頂格,"","",top line; top space,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,鳥兒們,"","",birds,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,鳥雀,"","",birds,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,鹿角,"","",antlers,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,麻木,"","",numb,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,麻袋,"","",sack,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,備份,"","",backup,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,創辦,"","",found; establish,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,剩飯,"","",leftover rice,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,勞動力,"","",labour force,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,勝過,"","",surpass,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,喊叫,"","",shout,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,喊殺,"","",battle cry,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,喃喃,"","",murmur,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,單于,"","",Chanyu,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,單級火箭,"","",single-stage rocket,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,單薄,"","",thin; weak,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,喚來,"","",call over,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,喬羽,"","",Qiao Yu,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,喉管,"","",throat,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,圍上,"","",surround,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,圍棋,"","",Go; Chinese board game,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,場地,"","",site; playing area,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,場所,"","",place; venue,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,堤岸,"","",embankment,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,報春,"","",announce spring,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,報答,"","",repay; reward,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,堡壘,"","",fortress,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,尋常,"","",ordinary,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,幾時,"","",when,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,惡習,"","",bad habit,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,惱羞成怒,"","",become angry from shame,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,提包,"","",handbag,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,提早,"","",bring forward; early,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,揪住,"","",seize,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,散去,"","",disperse,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,斑白,"","",grey and white,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,斑禿病,"","",alopecia areata,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,斑紋,"","",spots; stripes,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,普通話,"","",Mandarin,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,普普通通,"","",ordinary,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,晶晶,"","",Jingjing,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,期待,"","",look forward to,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,棘手,"","",thorny; difficult,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,棋藝,"","",skill at chess,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,植木鎮,"","",Zhimuzhen,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,植物學,"","",botany,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,渡過,"","",cross; pass,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,湧現,"","",emerge in large numbers,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,減弱,"","",weaken,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,湖北省,"","",Hubei Province,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,無畏,"","",fearless,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,無能,"","",incompetent,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,無動於衷,"","",unmoved,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,無涯,"","",boundless,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,無盡,"","",endless,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,無端,"","",without reason,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,無線電,"","",radio,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,無邊無垠,"","",boundless,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,無邊無際,"","",endless,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,琳達,"","",Linda,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,發動機,"","",engine,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,發問,"","",ask a question,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,發現史,"","",history of discovery,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,發瘋,"","",go mad,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,硬紙,"","",cardboard,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,硬紙片,"","",cardboard sheet,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,稀少,"","",scarce,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,稀奇,"","",rare; strange,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,窗花,"","",paper-cut window decoration,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,等量,"","",equal amount,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,筆直,"","",perfectly straight,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,結冰,"","",freeze,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,結局,"","",ending,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,結結巴巴,"","",stammering,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,絕技,"","",unique skill,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,絕滅,"","",extinction,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,絕對,"","",absolute,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,紫羅蘭,"","",violet,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,肅穆,"","",solemn,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,菌絲,"","",fungus thread,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,菌類,"","",fungi,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,菜市場,"","",vegetable market,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,菜花,"","",cauliflower,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,街頭,"","",street corner,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,裁成,"","",cut into shape,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,視神經,"","",optic nerve,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,視察,"","",inspect,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,視覺,"","",vision,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,評委們,"","",judges,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,評委會,"","",judging panel,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,評選,"","",select after judging,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,詞組,"","",phrase,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,象牙,"","",ivory,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,貼面,"","",veneer; facing,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,賀知章,"","",He Zhizhang,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,賀綠汀,"","",He Luting,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,貴州,"","",Guizhou,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,超出,"","",go beyond,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,跑來跑去,"","",run about,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,跑掉,"","",run away,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,跑道,"","",runway; track,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,進位,"","",carry to the next place,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,郵政所,"","",post office,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,郵筒,"","",letter box,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,郵遞員,"","",postman,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,鄉下,"","",countryside,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,開工,"","",start work,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,開水,"","",boiled water,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,開動,"","",start moving; operate,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,開設,"","",set up,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,開鑽,"","",start drilling,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,間隔,"","",interval; gap,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,間斷,"","",intermittent,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,雄健,"","",strong and vigorous,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,集郵,"","",collect stamps,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,集會,"","",meeting; rally,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,順手,"","",conveniently; smoothly,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,飯桌,"","",dining table,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,飲水,"","",drinking water,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,飲料,"","",drink,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,飲酒,"","",drink alcohol,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黃山,"","",Yellow Mountain,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黃沙,"","",yellow sand,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黃持一,"","",Huang Chiyi,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黃蝶,"","",yellow butterfly,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黃鶴樓,"","",Yellow Crane Tower,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黑沉沉,"","",dark and heavy,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黑黑,"","",black,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黑龍江,"","",Heilongjiang River,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,黑龍江省,"","",Heilongjiang Province,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,傲然,"","",proudly,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,傲慢,"","",arrogant,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,傳動,"","",transmission,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,傳唱,"","",sing and pass on,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,傳達,"","",convey,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,傳熱,"","",conduct heat,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,傾盆,"","",pour down like a basin,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
word,傾倒,"","",pour; topple,approved,codex-reviewed-draft,Codex understood the Chinese word and wrote a short primary-school definition in consistent British English.
